时间,电压(V),电流(A),D+(V),D-(V),时间文本,总功耗(W)
1900-01-01 16:36:41,8.95,1.44,0.85,3.49,16:36:41,12.887999999999998
1900-01-01 16:36:42,8.94,1.44,0.85,3.48,16:36:42,12.873599999999998
1900-01-01 16:36:43,8.95,1.44,0.85,3.49,16:36:43,12.887999999999998
1900-01-01 16:36:44,8.95,1.44,0.84,3.48,16:36:44,12.887999999999998
1900-01-01 16:36:45,8.95,1.44,0.85,3.48,16:36:45,12.887999999999998
1900-01-01 16:36:46,8.95,1.44,0.85,3.49,16:36:46,12.887999999999998
1900-01-01 16:36:47,8.94,1.44,0.85,3.48,16:36:47,12.873599999999998
1900-01-01 16:36:48,8.95,1.44,0.85,3.49,16:36:48,12.887999999999998
1900-01-01 16:36:49,8.94,1.44,0.85,3.49,16:36:49,12.873599999999998
1900-01-01 16:36:50,8.95,1.44,0.85,3.49,16:36:50,12.887999999999998
1900-01-01 16:36:51,8.94,1.44,0.85,3.49,16:36:51,12.873599999999998
1900-01-01 16:36:52,8.94,1.44,0.84,3.48,16:36:52,12.873599999999998
1900-01-01 16:36:53,8.94,1.44,0.85,3.48,16:36:53,12.873599999999998
1900-01-01 16:36:54,8.94,1.44,0.84,3.48,16:36:54,12.873599999999998
1900-01-01 16:36:55,8.93,1.44,0.85,3.49,16:36:55,12.8592
1900-01-01 16:36:56,8.94,1.43,0.85,3.49,16:36:56,12.784199999999998
1900-01-01 16:36:57,8.94,1.43,0.85,3.49,16:36:57,12.784199999999998
1900-01-01 16:36:58,8.95,1.44,0.85,3.49,16:36:58,12.887999999999998
1900-01-01 16:36:59,8.94,1.44,0.85,3.49,16:36:59,12.873599999999998
1900-01-01 16:37:00,8.94,1.44,0.85,3.49,16:37:00,12.873599999999998
1900-01-01 16:37:01,8.95,1.43,0.85,3.48,16:37:01,12.798499999999999
1900-01-01 16:37:02,8.94,1.44,0.84,3.48,16:37:02,12.873599999999998
1900-01-01 16:37:03,8.94,1.44,0.84,3.48,16:37:03,12.873599999999998
1900-01-01 16:37:04,8.94,1.44,0.85,3.49,16:37:04,12.873599999999998
1900-01-01 16:37:05,8.94,1.44,0.85,3.49,16:37:05,12.873599999999998
1900-01-01 16:37:06,8.94,1.44,0.85,3.49,16:37:06,12.873599999999998
1900-01-01 16:37:07,8.93,1.44,0.85,3.48,16:37:07,12.8592
1900-01-01 16:37:08,8.94,1.44,0.84,3.48,16:37:08,12.873599999999998
1900-01-01 16:37:09,8.94,1.44,0.84,3.48,16:37:09,12.873599999999998
1900-01-01 16:37:10,8.94,1.44,0.85,3.48,16:37:10,12.873599999999998
1900-01-01 16:37:11,8.94,1.44,0.85,3.48,16:37:11,12.873599999999998
1900-01-01 16:37:12,8.95,1.44,0.85,3.49,16:37:12,12.887999999999998
1900-01-01 16:37:13,8.94,1.44,0.85,3.49,16:37:13,12.873599999999998
1900-01-01 16:37:14,8.94,1.44,0.85,3.49,16:37:14,12.873599999999998
1900-01-01 16:37:15,8.94,1.44,0.85,3.49,16:37:15,12.873599999999998
1900-01-01 16:37:16,8.94,1.44,0.85,3.49,16:37:16,12.873599999999998
1900-01-01 16:37:17,8.94,1.44,0.85,3.49,16:37:17,12.873599999999998
1900-01-01 16:37:18,8.94,1.43,0.85,3.48,16:37:18,12.784199999999998
1900-01-01 16:37:19,8.93,1.44,0.85,3.48,16:37:19,12.8592
1900-01-01 16:37:20,8.93,1.44,0.85,3.48,16:37:20,12.8592
1900-01-01 16:37:21,8.94,1.43,0.85,3.48,16:37:21,12.784199999999998
1900-01-01 16:37:22,8.95,1.44,0.85,3.49,16:37:22,12.887999999999998
1900-01-01 16:37:23,8.95,1.44,0.85,3.49,16:37:23,12.887999999999998
1900-01-01 16:37:24,8.94,1.44,0.85,3.49,16:37:24,12.873599999999998
1900-01-01 16:37:25,8.94,1.44,0.85,3.49,16:37:25,12.873599999999998
1900-01-01 16:37:26,8.94,1.44,0.85,3.49,16:37:26,12.873599999999998
1900-01-01 16:37:27,8.94,1.44,0.85,3.49,16:37:27,12.873599999999998
1900-01-01 16:37:28,8.94,1.44,0.85,3.49,16:37:28,12.873599999999998
1900-01-01 16:37:29,8.94,1.44,0.85,3.49,16:37:29,12.873599999999998
1900-01-01 16:37:30,8.94,1.44,0.84,3.49,16:37:30,12.873599999999998
1900-01-01 16:37:31,8.94,1.44,0.84,3.49,16:37:31,12.873599999999998
1900-01-01 16:37:32,8.95,1.44,0.85,3.49,16:37:32,12.887999999999998
1900-01-01 16:37:33,8.94,1.44,0.84,3.48,16:37:33,12.873599999999998
1900-01-01 16:37:34,8.94,1.44,0.84,3.48,16:37:34,12.873599999999998
1900-01-01 16:37:35,8.94,1.44,0.85,3.48,16:37:35,12.873599999999998
1900-01-01 16:37:36,8.94,1.44,0.84,3.48,16:37:36,12.873599999999998
1900-01-01 16:37:37,8.94,1.44,0.84,3.48,16:37:37,12.873599999999998
1900-01-01 16:37:38,8.94,1.44,0.85,3.49,16:37:38,12.873599999999998
1900-01-01 16:37:39,8.94,1.44,0.85,3.49,16:37:39,12.873599999999998
1900-01-01 16:37:40,8.94,1.44,0.85,3.49,16:37:40,12.873599999999998
1900-01-01 16:37:41,8.94,1.43,0.85,3.49,16:37:41,12.784199999999998
1900-01-01 16:37:42,8.95,1.44,0.84,3.48,16:37:42,12.887999999999998
1900-01-01 16:37:43,8.94,1.44,0.85,3.48,16:37:43,12.873599999999998
1900-01-01 16:37:44,8.94,1.44,0.85,3.48,16:37:44,12.873599999999998
1900-01-01 16:37:45,8.94,1.44,0.85,3.49,16:37:45,12.873599999999998
1900-01-01 16:37:46,8.94,1.44,0.85,3.49,16:37:46,12.873599999999998
1900-01-01 16:37:47,8.93,1.44,0.85,3.48,16:37:47,12.8592
1900-01-01 16:37:48,8.93,1.44,0.85,3.48,16:37:48,12.8592
1900-01-01 16:37:49,8.95,1.43,0.85,3.49,16:37:49,12.798499999999999
1900-01-01 16:37:50,8.94,1.43,0.85,3.49,16:37:50,12.784199999999998
1900-01-01 16:37:51,8.94,1.43,0.85,3.49,16:37:51,12.784199999999998
1900-01-01 16:37:52,8.94,1.44,0.84,3.49,16:37:52,12.873599999999998
1900-01-01 16:37:53,8.95,1.44,0.85,3.48,16:37:53,12.887999999999998
1900-01-01 16:37:54,8.95,1.44,0.85,3.48,16:37:54,12.887999999999998
1900-01-01 16:37:55,8.93,1.44,0.85,3.49,16:37:55,12.8592
1900-01-01 16:37:56,8.93,1.44,0.85,3.49,16:37:56,12.8592
1900-01-01 16:37:57,8.93,1.44,0.85,3.49,16:37:57,12.8592
1900-01-01 16:37:58,8.94,1.44,0.85,3.48,16:37:58,12.873599999999998
1900-01-01 16:37:59,8.95,1.44,0.85,3.48,16:37:59,12.887999999999998
1900-01-01 16:38:00,8.94,1.44,0.85,3.48,16:38:00,12.873599999999998
1900-01-01 16:38:01,8.94,1.44,0.85,3.48,16:38:01,12.873599999999998
1900-01-01 16:38:02,8.94,1.44,0.85,3.48,16:38:02,12.873599999999998
1900-01-01 16:38:03,8.94,1.44,0.85,3.48,16:38:03,12.873599999999998
1900-01-01 16:38:04,8.94,1.44,0.85,3.49,16:38:04,12.873599999999998
1900-01-01 16:38:05,8.95,1.43,0.85,3.48,16:38:05,12.798499999999999
1900-01-01 16:38:06,8.95,1.44,0.85,3.49,16:38:06,12.887999999999998
1900-01-01 16:38:07,8.93,1.43,0.85,3.48,16:38:07,12.7699
1900-01-01 16:38:08,8.94,1.44,0.85,3.49,16:38:08,12.873599999999998
1900-01-01 16:38:09,8.94,1.44,0.85,3.48,16:38:09,12.873599999999998
1900-01-01 16:38:10,8.94,1.44,0.85,3.49,16:38:10,12.873599999999998
1900-01-01 16:38:11,8.94,1.44,0.85,3.49,16:38:11,12.873599999999998
1900-01-01 16:38:12,8.95,1.43,0.85,3.49,16:38:12,12.798499999999999
1900-01-01 16:38:13,8.94,1.44,0.85,3.49,16:38:13,12.873599999999998
1900-01-01 16:38:14,8.94,1.44,0.84,3.48,16:38:14,12.873599999999998
1900-01-01 16:38:15,8.94,1.44,0.85,3.49,16:38:15,12.873599999999998
1900-01-01 16:38:16,8.95,1.43,0.85,3.48,16:38:16,12.798499999999999
1900-01-01 16:38:17,8.95,1.44,0.84,3.48,16:38:17,12.887999999999998
1900-01-01 16:38:18,8.94,1.44,0.85,3.49,16:38:18,12.873599999999998
1900-01-01 16:38:19,8.95,1.44,0.85,3.48,16:38:19,12.887999999999998
1900-01-01 16:38:20,8.95,1.44,0.84,3.48,16:38:20,12.887999999999998
1900-01-01 16:38:21,8.95,1.44,0.85,3.49,16:38:21,12.887999999999998
1900-01-01 16:38:22,8.95,1.44,0.85,3.49,16:38:22,12.887999999999998
1900-01-01 16:38:23,8.95,1.44,0.85,3.49,16:38:23,12.887999999999998
1900-01-01 16:38:24,8.94,1.44,0.85,3.49,16:38:24,12.873599999999998
1900-01-01 16:38:25,8.95,1.43,0.85,3.49,16:38:25,12.798499999999999
1900-01-01 16:38:26,8.94,1.44,0.85,3.49,16:38:26,12.873599999999998
1900-01-01 16:38:27,8.94,1.44,0.85,3.49,16:38:27,12.873599999999998
1900-01-01 16:38:28,8.95,1.44,0.85,3.49,16:38:28,12.887999999999998
1900-01-01 16:38:29,8.94,1.44,0.85,3.48,16:38:29,12.873599999999998
1900-01-01 16:38:30,8.94,1.44,0.85,3.49,16:38:30,12.873599999999998
1900-01-01 16:38:31,8.94,1.44,0.85,3.48,16:38:31,12.873599999999998
1900-01-01 16:38:32,8.95,1.44,0.84,3.48,16:38:32,12.887999999999998
1900-01-01 16:38:33,8.93,1.44,0.85,3.48,16:38:33,12.8592
1900-01-01 16:38:34,8.94,1.44,0.85,3.49,16:38:34,12.873599999999998
1900-01-01 16:38:35,8.93,1.44,0.85,3.48,16:38:35,12.8592
1900-01-01 16:38:36,8.94,1.44,0.84,3.48,16:38:36,12.873599999999998
1900-01-01 16:38:37,8.95,1.44,0.84,3.48,16:38:37,12.887999999999998
1900-01-01 16:38:38,8.94,1.44,0.84,3.49,16:38:38,12.873599999999998
1900-01-01 16:38:39,8.95,1.44,0.85,3.49,16:38:39,12.887999999999998
1900-01-01 16:38:40,8.94,1.44,0.85,3.49,16:38:40,12.873599999999998
1900-01-01 16:38:41,8.94,1.44,0.85,3.48,16:38:41,12.873599999999998
1900-01-01 16:38:42,8.94,1.44,0.84,3.49,16:38:42,12.873599999999998
1900-01-01 16:38:43,8.94,1.44,0.84,3.48,16:38:43,12.873599999999998
1900-01-01 16:38:44,8.95,1.44,0.85,3.49,16:38:44,12.887999999999998
1900-01-01 16:38:45,8.95,1.44,0.85,3.49,16:38:45,12.887999999999998
1900-01-01 16:38:46,8.94,1.44,0.85,3.49,16:38:46,12.873599999999998
1900-01-01 16:38:47,8.94,1.44,0.84,3.49,16:38:47,12.873599999999998
1900-01-01 16:38:48,8.95,1.44,0.85,3.49,16:38:48,12.887999999999998
1900-01-01 16:38:49,8.95,1.44,0.85,3.49,16:38:49,12.887999999999998
1900-01-01 16:38:50,8.94,1.43,0.85,3.48,16:38:50,12.784199999999998
1900-01-01 16:38:51,8.95,1.44,0.85,3.48,16:38:51,12.887999999999998
1900-01-01 16:38:52,8.94,1.44,0.84,3.48,16:38:52,12.873599999999998
1900-01-01 16:38:53,8.94,1.44,0.85,3.48,16:38:53,12.873599999999998
1900-01-01 16:38:54,8.95,1.44,0.85,3.49,16:38:54,12.887999999999998
1900-01-01 16:38:55,8.94,1.44,0.85,3.48,16:38:55,12.873599999999998
1900-01-01 16:38:56,8.95,1.44,0.85,3.48,16:38:56,12.887999999999998
1900-01-01 16:38:57,8.94,1.43,0.85,3.48,16:38:57,12.784199999999998
1900-01-01 16:38:58,8.95,1.44,0.85,3.49,16:38:58,12.887999999999998
1900-01-01 16:38:59,8.95,1.44,0.85,3.49,16:38:59,12.887999999999998
1900-01-01 16:39:00,8.94,1.44,0.85,3.48,16:39:00,12.873599999999998
1900-01-01 16:39:01,8.94,1.44,0.85,3.48,16:39:01,12.873599999999998
1900-01-01 16:39:02,8.94,1.44,0.84,3.48,16:39:02,12.873599999999998
1900-01-01 16:39:03,8.94,1.44,0.85,3.48,16:39:03,12.873599999999998
1900-01-01 16:39:04,8.94,1.44,0.85,3.48,16:39:04,12.873599999999998
1900-01-01 16:39:05,8.95,1.44,0.85,3.49,16:39:05,12.887999999999998
1900-01-01 16:39:06,8.93,1.44,0.85,3.49,16:39:06,12.8592
1900-01-01 16:39:07,8.94,1.44,0.85,3.49,16:39:07,12.873599999999998
1900-01-01 16:39:08,8.95,1.43,0.85,3.49,16:39:08,12.798499999999999
1900-01-01 16:39:09,8.94,1.44,0.84,3.48,16:39:09,12.873599999999998
1900-01-01 16:39:10,8.94,1.44,0.85,3.49,16:39:10,12.873599999999998
1900-01-01 16:39:11,8.94,1.44,0.85,3.48,16:39:11,12.873599999999998
1900-01-01 16:39:12,8.94,1.44,0.85,3.49,16:39:12,12.873599999999998
1900-01-01 16:39:13,8.94,1.44,0.84,3.48,16:39:13,12.873599999999998
1900-01-01 16:39:14,8.95,1.43,0.85,3.49,16:39:14,12.798499999999999
1900-01-01 16:39:15,8.95,1.44,0.85,3.48,16:39:15,12.887999999999998
1900-01-01 16:39:16,8.94,1.44,0.85,3.49,16:39:16,12.873599999999998
1900-01-01 16:39:17,8.94,1.44,0.85,3.48,16:39:17,12.873599999999998
1900-01-01 16:39:18,8.94,1.44,0.85,3.49,16:39:18,12.873599999999998
1900-01-01 16:39:19,8.95,1.44,0.85,3.49,16:39:19,12.887999999999998
1900-01-01 16:39:20,8.95,1.44,0.85,3.48,16:39:20,12.887999999999998
1900-01-01 16:39:21,8.94,1.44,0.85,3.49,16:39:21,12.873599999999998
1900-01-01 16:39:22,8.94,1.44,0.85,3.48,16:39:22,12.873599999999998
1900-01-01 16:39:23,8.95,1.45,0.85,3.49,16:39:23,12.9775
1900-01-01 16:39:24,8.93,1.44,0.85,3.49,16:39:24,12.8592
1900-01-01 16:39:25,8.95,1.44,0.84,3.48,16:39:25,12.887999999999998
1900-01-01 16:39:26,8.94,1.44,0.84,3.48,16:39:26,12.873599999999998
1900-01-01 16:39:27,8.94,1.44,0.85,3.49,16:39:27,12.873599999999998
1900-01-01 16:39:28,8.94,1.44,0.85,3.48,16:39:28,12.873599999999998
1900-01-01 16:39:29,8.94,1.44,0.85,3.49,16:39:29,12.873599999999998
1900-01-01 16:39:30,8.94,1.44,0.85,3.49,16:39:30,12.873599999999998
1900-01-01 16:39:31,8.95,1.44,0.85,3.48,16:39:31,12.887999999999998
1900-01-01 16:39:32,8.95,1.44,0.85,3.48,16:39:32,12.887999999999998
1900-01-01 16:39:33,8.95,1.44,0.84,3.49,16:39:33,12.887999999999998
1900-01-01 16:39:34,8.94,1.43,0.85,3.49,16:39:34,12.784199999999998
1900-01-01 16:39:35,8.94,1.44,0.85,3.49,16:39:35,12.873599999999998
1900-01-01 16:39:36,8.94,1.44,0.85,3.49,16:39:36,12.873599999999998
1900-01-01 16:39:37,8.95,1.44,0.85,3.49,16:39:37,12.887999999999998
1900-01-01 16:39:38,8.94,1.43,0.85,3.48,16:39:38,12.784199999999998
1900-01-01 16:39:39,8.94,1.44,0.85,3.49,16:39:39,12.873599999999998
1900-01-01 16:39:40,8.95,1.44,0.85,3.48,16:39:40,12.887999999999998
1900-01-01 16:39:41,8.95,1.44,0.85,3.49,16:39:41,12.887999999999998
1900-01-01 16:39:42,8.95,1.44,0.85,3.49,16:39:42,12.887999999999998
1900-01-01 16:39:43,8.94,1.44,0.85,3.48,16:39:43,12.873599999999998
1900-01-01 16:39:44,8.95,1.44,0.85,3.49,16:39:44,12.887999999999998
1900-01-01 16:39:45,8.95,1.44,0.85,3.49,16:39:45,12.887999999999998
1900-01-01 16:39:46,8.94,1.44,0.85,3.49,16:39:46,12.873599999999998
1900-01-01 16:39:47,8.95,1.44,0.85,3.48,16:39:47,12.887999999999998
1900-01-01 16:39:48,8.95,1.44,0.84,3.48,16:39:48,12.887999999999998
1900-01-01 16:39:49,8.94,1.44,0.85,3.49,16:39:49,12.873599999999998
1900-01-01 16:39:50,8.94,1.44,0.85,3.48,16:39:50,12.873599999999998
1900-01-01 16:39:51,8.94,1.44,0.85,3.49,16:39:51,12.873599999999998
1900-01-01 16:39:52,8.94,1.44,0.85,3.48,16:39:52,12.873599999999998
1900-01-01 16:39:53,8.94,1.43,0.85,3.48,16:39:53,12.784199999999998
1900-01-01 16:39:54,8.94,1.44,0.85,3.48,16:39:54,12.873599999999998
1900-01-01 16:39:55,8.94,1.44,0.84,3.48,16:39:55,12.873599999999998
1900-01-01 16:39:56,8.94,1.44,0.85,3.49,16:39:56,12.873599999999998
1900-01-01 16:39:57,8.94,1.44,0.85,3.49,16:39:57,12.873599999999998
1900-01-01 16:39:58,8.95,1.44,0.85,3.49,16:39:58,12.887999999999998
1900-01-01 16:39:59,8.94,1.44,0.85,3.49,16:39:59,12.873599999999998
1900-01-01 16:40:00,8.95,1.44,0.84,3.49,16:40:00,12.887999999999998
1900-01-01 16:40:01,8.94,1.44,0.85,3.49,16:40:01,12.873599999999998
1900-01-01 16:40:02,8.95,1.44,0.85,3.49,16:40:02,12.887999999999998
1900-01-01 16:40:03,8.94,1.44,0.85,3.48,16:40:03,12.873599999999998
1900-01-01 16:40:04,8.94,1.44,0.85,3.49,16:40:04,12.873599999999998
1900-01-01 16:40:05,8.94,1.44,0.85,3.48,16:40:05,12.873599999999998
1900-01-01 16:40:06,8.94,1.44,0.85,3.49,16:40:06,12.873599999999998
1900-01-01 16:40:07,8.94,1.44,0.85,3.49,16:40:07,12.873599999999998
1900-01-01 16:40:08,8.95,1.44,0.85,3.48,16:40:08,12.887999999999998
1900-01-01 16:40:09,8.94,1.44,0.85,3.48,16:40:09,12.873599999999998
1900-01-01 16:40:10,8.94,1.44,0.85,3.49,16:40:10,12.873599999999998
1900-01-01 16:40:11,8.94,1.44,0.85,3.48,16:40:11,12.873599999999998
1900-01-01 16:40:12,8.94,1.44,0.85,3.49,16:40:12,12.873599999999998
1900-01-01 16:40:13,8.94,1.44,0.85,3.48,16:40:13,12.873599999999998
1900-01-01 16:40:14,8.95,1.44,0.85,3.49,16:40:14,12.887999999999998
1900-01-01 16:40:15,8.94,1.44,0.85,3.49,16:40:15,12.873599999999998
1900-01-01 16:40:16,8.95,1.44,0.85,3.48,16:40:16,12.887999999999998
1900-01-01 16:40:17,8.94,1.43,0.85,3.49,16:40:17,12.784199999999998
1900-01-01 16:40:18,8.94,1.43,0.85,3.48,16:40:18,12.784199999999998
1900-01-01 16:40:19,8.94,1.44,0.84,3.48,16:40:19,12.873599999999998
1900-01-01 16:40:20,8.95,1.44,0.85,3.49,16:40:20,12.887999999999998
1900-01-01 16:40:21,8.95,1.44,0.84,3.48,16:40:21,12.887999999999998
1900-01-01 16:40:22,8.95,1.44,0.84,3.49,16:40:22,12.887999999999998
1900-01-01 16:40:23,8.94,1.44,0.85,3.49,16:40:23,12.873599999999998
1900-01-01 16:40:24,8.94,1.44,0.85,3.48,16:40:24,12.873599999999998
1900-01-01 16:40:25,8.95,1.43,0.85,3.49,16:40:25,12.798499999999999
1900-01-01 16:40:26,8.95,1.44,0.85,3.48,16:40:26,12.887999999999998
1900-01-01 16:40:27,8.94,1.44,0.85,3.49,16:40:27,12.873599999999998
1900-01-01 16:40:28,8.94,1.44,0.84,3.49,16:40:28,12.873599999999998
1900-01-01 16:40:29,8.95,1.44,0.85,3.48,16:40:29,12.887999999999998
1900-01-01 16:40:30,8.94,1.44,0.84,3.49,16:40:30,12.873599999999998
1900-01-01 16:40:31,8.95,1.44,0.85,3.49,16:40:31,12.887999999999998
1900-01-01 16:40:32,8.95,1.44,0.84,3.49,16:40:32,12.887999999999998
1900-01-01 16:40:33,8.95,1.43,0.85,3.48,16:40:33,12.798499999999999
1900-01-01 16:40:34,8.94,1.44,0.85,3.48,16:40:34,12.873599999999998
1900-01-01 16:40:35,8.95,1.44,0.84,3.49,16:40:35,12.887999999999998
1900-01-01 16:40:36,8.95,1.44,0.85,3.48,16:40:36,12.887999999999998
1900-01-01 16:40:37,8.94,1.44,0.85,3.48,16:40:37,12.873599999999998
1900-01-01 16:40:38,8.95,1.44,0.84,3.48,16:40:38,12.887999999999998
1900-01-01 16:40:39,8.95,1.44,0.85,3.49,16:40:39,12.887999999999998
1900-01-01 16:40:40,8.93,1.44,0.85,3.49,16:40:40,12.8592
1900-01-01 16:40:41,8.95,1.44,0.84,3.48,16:40:41,12.887999999999998
1900-01-01 16:40:42,8.94,1.44,0.85,3.48,16:40:42,12.873599999999998
1900-01-01 16:40:43,8.95,1.44,0.85,3.49,16:40:43,12.887999999999998
1900-01-01 16:40:44,8.94,1.44,0.85,3.48,16:40:44,12.873599999999998
1900-01-01 16:40:45,8.95,1.44,0.84,3.49,16:40:45,12.887999999999998
1900-01-01 16:40:46,8.94,1.44,0.85,3.48,16:40:46,12.873599999999998
1900-01-01 16:40:47,8.94,1.44,0.85,3.48,16:40:47,12.873599999999998
1900-01-01 16:40:48,8.94,1.44,0.85,3.48,16:40:48,12.873599999999998
1900-01-01 16:40:49,8.94,1.44,0.84,3.48,16:40:49,12.873599999999998
1900-01-01 16:40:50,8.95,1.44,0.85,3.49,16:40:50,12.887999999999998
1900-01-01 16:40:51,8.95,1.44,0.85,3.49,16:40:51,12.887999999999998
1900-01-01 16:40:52,8.93,1.44,0.85,3.48,16:40:52,12.8592
1900-01-01 16:40:53,8.95,1.44,0.85,3.48,16:40:53,12.887999999999998
1900-01-01 16:40:54,8.95,1.44,0.85,3.49,16:40:54,12.887999999999998
1900-01-01 16:40:55,8.95,1.44,0.85,3.48,16:40:55,12.887999999999998
1900-01-01 16:40:56,8.94,1.43,0.85,3.49,16:40:56,12.784199999999998
1900-01-01 16:40:57,8.94,1.44,0.85,3.48,16:40:57,12.873599999999998
1900-01-01 16:40:58,8.95,1.43,0.85,3.48,16:40:58,12.798499999999999
1900-01-01 16:40:59,8.94,1.44,0.85,3.49,16:40:59,12.873599999999998
1900-01-01 16:41:00,8.94,1.44,0.85,3.48,16:41:00,12.873599999999998
1900-01-01 16:41:01,8.94,1.44,0.85,3.49,16:41:01,12.873599999999998
1900-01-01 16:41:02,8.94,1.44,0.85,3.49,16:41:02,12.873599999999998
1900-01-01 16:41:03,8.94,1.44,0.85,3.48,16:41:03,12.873599999999998
1900-01-01 16:41:04,8.95,1.44,0.85,3.48,16:41:04,12.887999999999998
1900-01-01 16:41:05,8.95,1.44,0.85,3.49,16:41:05,12.887999999999998
1900-01-01 16:41:06,8.95,1.44,0.85,3.49,16:41:06,12.887999999999998
1900-01-01 16:41:07,8.95,1.44,0.85,3.49,16:41:07,12.887999999999998
1900-01-01 16:41:08,8.94,1.44,0.85,3.48,16:41:08,12.873599999999998
1900-01-01 16:41:09,8.94,1.44,0.84,3.48,16:41:09,12.873599999999998
1900-01-01 16:41:10,8.95,1.44,0.85,3.49,16:41:10,12.887999999999998
1900-01-01 16:41:11,8.94,1.44,0.85,3.49,16:41:11,12.873599999999998
1900-01-01 16:41:12,8.95,1.44,0.85,3.49,16:41:12,12.887999999999998
1900-01-01 16:41:13,8.94,1.44,0.85,3.48,16:41:13,12.873599999999998
1900-01-01 16:41:14,8.94,1.44,0.85,3.49,16:41:14,12.873599999999998
1900-01-01 16:41:15,8.95,1.44,0.85,3.49,16:41:15,12.887999999999998
1900-01-01 16:41:16,8.95,1.44,0.85,3.48,16:41:16,12.887999999999998
1900-01-01 16:41:17,8.95,1.44,0.84,3.49,16:41:17,12.887999999999998
1900-01-01 16:41:18,8.95,1.44,0.85,3.49,16:41:18,12.887999999999998
1900-01-01 16:41:19,8.95,1.44,0.85,3.48,16:41:19,12.887999999999998
1900-01-01 16:41:20,8.96,1.44,0.85,3.48,16:41:20,12.9024
1900-01-01 16:41:21,8.94,1.44,0.85,3.49,16:41:21,12.873599999999998
1900-01-01 16:41:22,8.95,1.44,0.84,3.49,16:41:22,12.887999999999998
1900-01-01 16:41:23,8.95,1.43,0.85,3.49,16:41:23,12.798499999999999
1900-01-01 16:41:24,8.95,1.43,0.85,3.48,16:41:24,12.798499999999999
1900-01-01 16:41:25,8.95,1.44,0.85,3.49,16:41:25,12.887999999999998
1900-01-01 16:41:26,8.94,1.44,0.85,3.48,16:41:26,12.873599999999998
1900-01-01 16:41:27,8.95,1.44,0.85,3.49,16:41:27,12.887999999999998
1900-01-01 16:41:28,8.94,1.44,0.85,3.49,16:41:28,12.873599999999998
1900-01-01 16:41:29,8.94,1.44,0.85,3.49,16:41:29,12.873599999999998
1900-01-01 16:41:30,8.95,1.44,0.84,3.48,16:41:30,12.887999999999998
1900-01-01 16:41:31,8.95,1.44,0.85,3.49,16:41:31,12.887999999999998
1900-01-01 16:41:32,8.94,1.44,0.85,3.49,16:41:32,12.873599999999998
1900-01-01 16:41:33,8.95,1.44,0.85,3.49,16:41:33,12.887999999999998
1900-01-01 16:41:34,8.95,1.43,0.85,3.48,16:41:34,12.798499999999999
1900-01-01 16:41:35,8.95,1.44,0.85,3.49,16:41:35,12.887999999999998
1900-01-01 16:41:36,8.96,1.44,0.84,3.49,16:41:36,12.9024
1900-01-01 16:41:37,8.94,1.44,0.85,3.48,16:41:37,12.873599999999998
1900-01-01 16:41:38,8.94,1.44,0.85,3.49,16:41:38,12.873599999999998
1900-01-01 16:41:39,8.94,1.44,0.85,3.48,16:41:39,12.873599999999998
1900-01-01 16:41:40,8.94,1.44,0.85,3.49,16:41:40,12.873599999999998
1900-01-01 16:41:41,8.95,1.44,0.85,3.48,16:41:41,12.887999999999998
1900-01-01 16:41:42,8.95,1.44,0.85,3.49,16:41:42,12.887999999999998
1900-01-01 16:41:43,8.94,1.44,0.85,3.48,16:41:43,12.873599999999998
1900-01-01 16:41:44,8.95,1.44,0.85,3.49,16:41:44,12.887999999999998
1900-01-01 16:41:45,8.95,1.44,0.85,3.49,16:41:45,12.887999999999998
1900-01-01 16:41:46,8.94,1.44,0.84,3.49,16:41:46,12.873599999999998
1900-01-01 16:41:47,8.95,1.43,0.85,3.49,16:41:47,12.798499999999999
1900-01-01 16:41:48,8.95,1.44,0.85,3.49,16:41:48,12.887999999999998
1900-01-01 16:41:49,8.94,1.44,0.84,3.49,16:41:49,12.873599999999998
1900-01-01 16:41:50,8.95,1.44,0.85,3.48,16:41:50,12.887999999999998
1900-01-01 16:41:51,8.95,1.44,0.85,3.49,16:41:51,12.887999999999998
1900-01-01 16:41:52,8.95,1.44,0.85,3.48,16:41:52,12.887999999999998
1900-01-01 16:41:53,8.95,1.43,0.85,3.49,16:41:53,12.798499999999999
1900-01-01 16:41:54,8.95,1.44,0.85,3.49,16:41:54,12.887999999999998
1900-01-01 16:41:55,8.95,1.44,0.85,3.48,16:41:55,12.887999999999998
1900-01-01 16:41:56,8.95,1.44,0.85,3.48,16:41:56,12.887999999999998
1900-01-01 16:41:57,8.95,1.44,0.84,3.49,16:41:57,12.887999999999998
1900-01-01 16:41:58,8.95,1.44,0.84,3.49,16:41:58,12.887999999999998
1900-01-01 16:41:59,8.94,1.44,0.85,3.48,16:41:59,12.873599999999998
1900-01-01 16:42:00,8.95,1.44,0.84,3.49,16:42:00,12.887999999999998
1900-01-01 16:42:01,8.95,1.44,0.85,3.49,16:42:01,12.887999999999998
1900-01-01 16:42:02,8.95,1.43,0.85,3.48,16:42:02,12.798499999999999
1900-01-01 16:42:03,8.95,1.44,0.84,3.49,16:42:03,12.887999999999998
1900-01-01 16:42:04,8.94,1.44,0.85,3.49,16:42:04,12.873599999999998
1900-01-01 16:42:05,8.95,1.44,0.85,3.49,16:42:05,12.887999999999998
1900-01-01 16:42:06,8.95,1.44,0.85,3.49,16:42:06,12.887999999999998
